sentence,relation,head,head_offset,tail,tail_offset
陈明辉，毕业于浙江大学土木系，现为机械部设计研究院高级工程师,毕业院校,陈明辉,0,浙江大学,7
周杰伦《前世情人》官方版“有个女孩叫hathaway，在她四个月大时弹了一段旋律，我引以为傲,歌手,周杰伦,0,前世情人,4
《爱情不是全部》是山野的音乐作品，收录在《fm33.eq》专辑中,所属专辑,爱情不是全部,1,fm33.eq,21
《为渴望而创》是一部百事可乐公司出品的网络短剧，由韦正和汪远将分别出任导演与编剧，百事家族新成员杨幂和韩庚也倾情加盟,导演,为渴望而创,1,韦正,25
《延安爱情》是浙江广播电视集团、浙江影视集团、华谊兄弟传媒集团出品的爱情剧，由曹保平执导，邓超、殷桃、王砚辉、马静等人主演,出品公司,延安爱情,1,华谊兄弟传媒集团,23
对于有网友称刘菲的新歌《苔上雪》是抄袭许嵩的《南山忆》，刘菲澄清公司已经买下了这首歌的版权，只不过改了个名字，她现在是歌曲的原唱者5,歌手,刘菲,6,苔上雪,12
《21天听懂voa社会新闻英语》是2011年9月2日石油工业出版社出版的图书,出版社,21天听懂voa社会新闻英语,1,石油工业,26
《做一个皇帝读书郎》是2005年华艺出版社出版的图书，作者是王镜轮,出版社,做一个皇帝读书郎,1,华艺出版社,16
《中国住房消费信贷与居民幸福指数》是2011年社会科学文献出版社出版的图书，作者是宁薛平（作者），周新辉（作者），王楚明（丛书），孙桂芳（丛书主编）,作者,中国住房消费信贷与居民幸福指数,1,周新辉,49
下面稍微简单的介绍下雷洪，雷洪今年有70岁了，他的成名作品当属《夜市人生》和《娘家》，2008年更是拿到了金钟奖最佳男主角奖杯，算得上老来成名啊,主演,雷洪,10,娘家,39
近心叶卫矛，植物，无患子目，卫矛科,目,近心叶卫矛,0,无患子目,9
《便当》是黎明的音乐作品，古倩敏作曲，收录在《dna出错》专辑中,作曲,便当,1,古倩敏,13
参考资料：[1] 《中国文化的深层结构》，孙隆基，广西师范大学出版社，2011. 06[2] 《巨婴国》，武志红，浙江人民出版社，2016. 12[3] 《无后为大》，关军，上海文化出版社，2012. 10[4] 《在假性亲密关系中逃避真的亲密感？ | 你以为很近，其实你们很远》，knowyourself，2015. 08[5] 《有点意思！为什么“早恋”这个词偏偏诞生在中国？》，互联教育，2015. 10*作者：阿猫，女性，90后,作者,中国文化的深层结构,10,孙隆基,21
姓 名：王熙智本 名：金清雅韩 文：왕희지英文名：hee-ji wang生 日：1975年09月27日星 座：天秤座身 高：167公分,身高,王熙智,4,167公分,62
谢志邦（1909～1934）原名燕乐,出生日期,谢志邦,0,1909,4
公司简介深圳市宝康隆塑胶转盘有限公司成立于2000年1月，总部位于深圳,成立日期,深圳市宝康隆塑胶转盘有限公司,4,2000年,21
路易斯·卡洛斯·卡贝萨斯（西班牙语：luis carlos cabezas，1986年3月3日－），是一名哥伦比亚足球运动员，现在效力于中国足球超级联赛球队上海东亚,出生日期,路易斯·卡洛斯·卡贝萨斯,0,1986年3月3日,38
赵构处南宋草创之际，顾虑危疑，对岳飞更是不能相容的,朝代,赵构,0,南宋,3
《雒阳赋》是戋笛首发于晋江文学城的网络小说,作者,雒阳赋,1,戋笛,6
12016年5月，马里奥·韦斯特宣布退役并加盟其母校佐治亚理工学院担任校队教练组成员,毕业院校,马里奥·韦斯特,9,佐治亚理工学院,26
身为谋女郎的周冬雨，17岁便被张艺谋导演相中成为《山楂树之恋》中的女主角静秋,主演,周冬雨,6,山楂树之恋,25
《幸福的女人》于2007年7月21日落下帷幕,上映时间,幸福的女人,1,2007年7月21日,8
桂电，桂林电子科技大学简称    桂电简介  桂林，以山青、水秀、洞奇、石美闻名于世,简称,桂电,0,桂林电子科技大学,3
《网游之龙破天下》是连载在纵横中文网的小说，作者是福云乱,作者,网游之龙破天下,1,福云乱,25
《穿越网王之金色蔷薇》是街角哭泣写的网络小说连载于晋江文学城,作者,穿越网王之金色蔷薇,1,街角哭泣,12
煮卤，二层楼书院签约作者，代表作品有：《首席霸爱：挑上抵债未婚妻》。,连载网站,二层楼书院,3,首席霸爱：挑上抵债未婚妻,20
安徽远创人力资源管理集团有限公司于2010年03月17日成立,成立日期,安徽远创人力资源管理集团有限公司,0,2010年03月17日,17
《邪气兵王》是连载于天地中文网的都市生活类小说，作者是洪辰,连载网站,邪气兵王,1,天地中文网,10
《北鼻与底儿》是专辑《青春无敌》中的一首歌曲，歌手为张含韵和张睿，2007年发行,歌手,北鼻与底儿,1,张含韵,26
个人简介麻国庆，1963年出生，1982年进入西北大学历史系考古专业,出生日期,麻国庆,4,1963年,8
《岭南风情歌曲集》是2013年花城出版社出版的图书，作者是袁东艳,出版社,岭南风情歌曲集,1,花城出版社,15
《世界上最成功的教育》是工人出版社2005-1出版的图书,出版社,世界上最成功的教育,1,工人出版社,12
华晨宇演唱了尚梦迪生前曾写的这首《易燃易爆炸》，大概是想凭借这首歌来纪念《易燃易爆炸》词人之一尚梦迪的英年早逝,作词,尚梦迪,6,易燃易爆炸,17
短棘毛鲶属鲇形目（学名：siluriformes），又作鲶形目，属鱼纲骨鳔总目，通称鲶鱼、鲇鱼,目,短棘毛鲶,0,鲶形目,28
文/猫猫吉祥1杨惠妍上榜理由：杨惠妍——碧桂园创始人之一杨国强的女儿,父亲,杨惠妍,7,杨国强,28
《择优分配原理》是1998年商务印书馆出版的图书，作者是茅于轼,出版社,择优分配原理,1,商务印书馆,14
2011年，黄晓明成立了自己的公司---黄晓明工作室，自己当起了老板,成立日期,2011年,0,黄晓明工作室,20
黄棋泰，男，汉族，佛山南海人，1963年4月出生，1984年8月参加工作，1993年8月加入中国共产党，在职研究生学历,出生地,黄棋泰,0,佛山南海,9
左兴让1  基本信息性别： 男籍贯：山东省惠民政治面貌： 党员出生日期：1922生前情况生前部队：华野十纵二十八师生前职位：战士立功情况：牺牲情况牺牲时间：1949牺牲战役：淮海战役牺牲地点：安葬地：惠民县革命烈士陵园,出生日期,左兴让,0,1922,36
黄维荣  福建闽侯人，1944年11月3日出生于闽侯县鸿尾乡青马村,出生地,黄维荣,0,福建闽侯,5
中国色选机网成立于2011年，致力于为色选机领域相关企业提供基于互联网平台的专业性贸易撮合与促进服务,成立日期,中国色选机网,0,2011年,9
她的老公贾乃亮也帮着她一起，两人一直都在官方面前称李小璐没有整容，但其实只要明眼人都会看出来，李小璐整容,妻子,贾乃亮,4,李小璐,25
《最简捷的企业生产》是2003年中国时代经济出版社出版的图书，作者是曹晔晖,出版社,最简捷的企业生产,1,中国时代经济出版社,16
《远飞的你》是歌手蔡枫华演唱的歌曲，作曲：m ward r clarke ，作词：陈少琪,歌手,远飞的你,1,蔡枫华,9
《冬至花开》是在17k小说网连载的一部都市小说，作者是叶阳宇,作者,冬至花开,1,叶阳宇,27
大脐鹦鹉螺是一种软体动物门、头足纲、鹦鹉螺目、鹦鹉螺科、nautilus属类生物，分布于西南太平洋，澳大利亚东北部海域，新喀里多尼亚和洛亚尔提群岛,目,大脐鹦鹉螺,0,鹦鹉螺目,18
何洁（angel he），1986年3月25日出生于贵州贵阳，中国内地流行女歌手、影视演员，毕业于四川音乐学院.2005年，参加湖南卫视选秀娱乐节目《超级女声》的比赛，获得成都唱区季军、全国总决赛第四名，从而正式进入演艺圈2010年，获得“环球红歌盛典”年度最具网络人气歌手奖,出生日期,何洁,0,1986年3月25日,13
《海皇的新娘》是连载于17k小说网的一部网络小说，作者是风随影动,作者,海皇的新娘,1,风随影动,28
对于刀郎上春晚，娱乐圈不少大佬表示指出，他们也纷纷表达了对刀郎的喜爱，做出了高度评价：刘德华说：能和我演唱的那世纪经典《忘情水》相媲美的我看也只有刀郎唱的《冲动的惩罚》了,歌手,刀郎,2,冲动的惩罚,78
不知道有多少身在爱情中的男男女女听了林俊杰和孙燕姿的《她说》泪流满面或者破镜重圆,歌手,林俊杰,18,她说,27
《意大利式离婚》是由皮亚托·杰米执导，马塞洛·马斯楚安尼、丹尼尔拉·洛卡等主演的喜剧片，于1961年12月20日在意大利上映,主演,意大利式离婚,1,马塞洛·马斯楚安尼,19
库西涅洛 意大利足球运动员,国籍,库西涅洛,0,意大利,5
"誉衡药业2016年年报显示,上海华拓成立于2000年6月份,注册资本17100万元,2014年2月份公司通过非同一控制方式购买上海华拓98.86%股权,2015年8月份公司继续收购其1.14%少数股东权益,上海华拓成为公司全资子公司",成立日期,誉衡药业,0,2000年,21
早年经历演艺经历2015-04-16一个是影坛“黄氏三兄弟”里的黄家辉，一个是以“武戏”闻名的寇占文，两位著名导演联手，国内一线制作人姜晗担当总制片人，广西电视台和北京捷成时代文化传媒有限公司联合出品的2015年度抗战大戏《暗战危城》，正在横店紧锣密鼓的拍摄,导演,寇占文,47,暗战危城,112
《魏武帝注孙子》类别：名家经注作者：（汉）曹操作者简介：魏武帝曹操（公元155年7月18日～公元220年），字孟德，小名阿瞒、吉利，沛国谯（今安徽亳州）人，汉族人,作者,魏武帝注孙子,1,曹操,21
《数据结构》是2000年12月1日出版的一本图书，作者是张世和,作者,数据结构,1,张世和,28
《100个必学商务情景英语口语》是2010年3月机械工业出版社出版的图书，作者是王家洋,作者,100个必学商务情景英语口语,1,王家洋,40
2003年，中山大学哲学系毕业的编辑、作家木子美，在网上公开了自己的“性爱日记”，包括和一位摇滚歌手的一夜情细节，从此“一炮而红”,毕业院校,中山大学,6,木子美,21
沈邦国，男，汉族，1972年11月出生，1996年8月参加工作，甘肃康县人，大学学历，中共党员，现任县公安局长坝派出所副所长，拟任县公安局长坝派出所所长，试用期一年,民族,沈邦国,0,汉族,6
大斑獛（genetta tigrina）又叫非洲獛，是灵猫科食肉目哺乳动物，同其他灵猫一样，夜行同住喺树上,目,灵猫,27,食肉目,30
3. 阿尔法罗密欧服装箱包阿尔法·罗密欧（alfa romeo）是意大利著名的轿车和跑车制造商，创建于1910年，总部设在米兰,成立日期,阿尔法·罗密欧,13,1910年,51
一个有意思的现象是，随着内地与香港的紧密合作的不断深入，内地导演因此获得了机会去执导港式警匪片，比如70后导演丁晟在2013年的作品《警察故事2013》——2003年的cepa之后，内地演员大量参与香港电影，但内地导演执导港式制作，特别是非常香港本地特色的港式警匪片于文化背景截然不同的内地导演而言则完全是一个巨大的挑战,导演,丁晟,55,警察故事2013,67
都市情感伦理剧《谎言背后》是继《温柔的背后》《温柔的背叛》《温柔的谎言》《真爱背后》之后，导演张族权联手原班人马倾力打造的“温柔系列剧”第五部,导演,真爱背后,37,张族权,47
《宫锁心玉》：于正担任编剧，制作人《宫锁心玉》，又名《宫》，是《宫》系列的第一部,编剧,宫,1,于正,7
3.鬼吹灯之精绝古城《鬼吹灯之精绝古城》是企鹅影视、梦想者电影、正午阳光影业联合出品，改编自天下霸唱所著同名小说的网络季播剧,出品公司,鬼吹灯之精绝古城,2,梦想者电影,26
穆利华，基础医学部教师，副教授，1991年毕业于中国医科大学，曾在西安交大医学院生理教研室进修一年,毕业院校,穆利华,0,中国医科大学,24
3.中国科学院考古研究所:《洛阳中州路（西工段）》，科学出版社，1959年,出版社,洛阳中州路（西工段）,14,科学出版社,26
成都通信电缆厂，地处成都市南三环路五段25号，工厂始建于一九八六年，是大规模从事通信电缆生产的专业化工厂,成立日期,成都通信电缆厂,0,一九八六年,28
《沙沙的雨》是林忆莲的音乐作品，周礼茂作曲，收录在《看吧》专辑中,作曲,沙沙的雨,1,周礼茂,16
顶偶舟蛾属于鳞翅目舟蛾科，国内分布：  陕西（太白山），云南（巍山）,目,顶偶舟蛾,0,鳞翅目,6
《野生动植物进出口指南》是中国海关年中国海关出版社出版的图书，作者是陈建伟，孟杨,作者,野生动植物进出口指南,1,陈建伟,34
《大荒凶兽》是公羽杰创作的网络小说，发表于17k小说网,作者,大荒凶兽,1,公羽杰,7
张雪夫，男，汉族，1964年5月生，黑龙江肇州人，1985年9月参加工作，1987年12月入党，黑龙江省委党校经济管理专业毕业，研究生,出生地,张雪夫,0,黑龙江肇州,18
贺代宏，男，侗族，1974年8月生，贵州黎平人，1997年3月加入中国共产党，1994年10月参加工作，贵州省委党校法律专业毕业，在职大学学历,毕业院校,贺代宏,0,贵州省委党校,52
刘晓彬，男，汉族，四川渠县人，1971年6月出生，博士学位，1993年7月参加工作，1994年10月加入中国共产党，现任中共青川县委常委,国籍,刘晓彬,0,中国,52
特别是在2008年，她和潘粤明领衔主演了古典爱情悲剧《孔雀东南飞》，她的演技和气质更是得到了大家的肯定，并在2009年获得了&quot,主演,潘粤明,12,孔雀东南飞,27
”  ^ 《词林辑略·卷六》误作庚戌科：“杨书香，字心斋，一字墨亭，号慧堂，一号芸坪，直隶武邑人，散馆授编修,号,杨书香,21,慧堂,35
2013年12月26日第29届“飞天奖”颁奖盛典中殷桃因电视剧《温州一家人》、《延安爱情》获第29届“飞天奖”优秀女演员大奖2,主演,殷桃,25,温州一家人,32
张兵生，男，汉族，1955年9月出生，山西襄汾人，1975年加入中国共产党，1982年参加工作，山西大学经济系政治经济学专业毕业，大学学历，经济学学士，副研究员,出生地,张兵生,0,山西襄汾,19
解缙（1369年－1415年），字大绅，一字缙绅，号春雨、喜易，明朝时吉水（今江西吉水）人，洪武二十一年（1388年）中进士，官至内阁首辅、右春坊大学士，参预机要事务,出生地,解缙,0,吉水,35
《神的记事本 01》是2008年4月在台湾角川出版的书籍，作者是杉井光,出版社,神的记事本 01,1,台湾角川,19
骆玉林，男，汉族，1958年8月生，河南新野人，研究生学历，1976年9月参加工作，1984年9月加入中国共产党,出生地,骆玉林,0,河南新野,18
黑滑矛螯蜂编号为24629，拉丁目名为hymenoptera，中文目名是膜翅目，中文科名是螯蜂科，拉丁科名为dyrinidae,目,黑滑矛螯蜂,0,膜翅目,36
在《冰川时代》系列三部曲收尾之后，导演卡洛斯·沙尔丹哈的制作重心完全放到了《里约大冒险》上，这部原创作品从制作费用到卡司阵容都显示了20世纪福斯对卡洛斯·沙尔丹哈的才华的肯定,导演,卡洛斯·沙尔丹哈,19,里约大冒险,38
《枪火》、《暗花》、《暗战》、《非常突然》等等经典作品，我们都能在编剧栏那里找到游乃海的名字,编剧,非常突然,16,游乃海,40
国产片方面，黄真真导演的《闺蜜2》、刘仪伟执导的悬疑喜剧《我说的都是真的》、主旋律纪录片《厉害了，我的国》也都将与观众见面，为大家提供丰富多样的选择，具体看点请看下文我们的详细推荐,导演,黄真真,6,闺蜜2,13
株洲红星新安居实业有限公司于2011年1月10日在株洲市工商行政管理局登记成立,成立日期,株洲红星新安居实业有限公司,0,2011年1月10日,14
此次《我真的一点都不孤单》ep还将《兄弟日》广播剧的第四集加入了其中，这已经是阿悄第四张包含歌曲与广播剧的ep,歌手,我真的一点都不孤单,3,阿悄,39
《现代小说的伟大传统》是2004年浙江文艺出版社出版的图书，作者是苏宏斌,出版社,现代小说的伟大传统,1,浙江文艺出版社,17
《爱上未婚夫》是连载于17k小说网的都市言情类小说，作者是樱花飘落的季节,作者,爱上未婚夫,1,樱花飘落的季节,29
2005年，《这里的黎明静悄悄》，郎云译，作家出版社1,上映时间,2005年,0,这里的黎明静悄悄,7
广西协源同投资管理有限公司于2015年10月20日在南宁市工商行政管理局登记成立,成立日期,广西协源同投资管理有限公司,0,2015年10月20日,14
反观赵敏就是让人感动了，抛弃了整个家，甚至让整个一家都跟着陷入险境，但是她还是选择张无忌，那个她要托付一生的，真的是敢爱敢恨,妻子,赵敏,2,张无忌,41
"柏培文,男  经济研究所  教授  2006年于上海交通大学获管理学博士学位，现为厦门大学经济学院教授，博导，经济研究所副所长",毕业院校,柏培文,0,上海交通大学,24
《吸血总裁乖乖妻》是连载于好123小说网的小说，作者是侧室,连载网站,吸血总裁乖乖妻,1,好123小说,13
《韩娱国民初恋》是朴灿熙创作的网络小说，发表于晋江文学网,作者,韩娱国民初恋,1,朴灿熙,9
《网游之黄金旗舰》是起点女生网连载的小说，作者是楚落纤澜,作者,网游之黄金旗舰,1,楚落纤澜,24
27这首童谣反映了董太后母子乃至整个东汉王朝的腐败透顶,朝代,董太后,9,东汉,18
孔雀手表:孔雀手表是由辽宁手表厂生产制造，表厂始建于一九五八年，位于辽宁省丹东市,成立日期,辽宁手表厂,11,一九五八年,26
比如在陈奕迅2003年发行的专辑《黑白灰》中，黄伟文写了一首词《last order》，刻画了一个因为贫穷被未婚妻嫌弃，而在酒吧买醉的落魄酒客,作词,黄伟文,23,last order,32
《火山高校》是由金泰均执导，张赫、申敏儿、金秀路、许俊豪主演的动作片,导演,火山高校,1,金泰均,8
丰田汽车公司，年利润约1224亿人民币丰田汽车公司（toyota motor corporation），简称丰田（toyota），创立于1933年，世界十大汽车工业公司之一，是一家总部设在日本爱知县丰田市和东京都文京区的日本汽车制造公司，属于三井财阀,成立日期,丰田汽车公司,0,1933,68
钴黄芋螺是一种新腹足目芋螺科类生物，分布于美国佛罗里达州西部,目,钴黄芋螺,0,新腹足目,7
还有在黄宏执导，郭达和范明主演的情景喜剧《低头不见抬头见》里，他是一个一心梦想着升官发财的“姚科长”，最终他却以下岗谢幕,主演,郭达,8,低头不见抬头见,21
《男人守则》是chaos_legion创作的网络小说，发表于17k小说网,连载网站,男人守则,1,17k小说网,30
2012年，一部名叫《舌尖上的中国》的纪录片火遍大江南北，在事先并未宣传的情况下播出，获得了超高收视率，成为当年的口碑佳作,上映时间,2012年,0,舌尖上的中国,11
其实文章演技还是没什么问题的，尤其《雪豹》中的表现也算是可圈可点了,主演,文章,2,雪豹,18
金逸（1770—1794）字纤纤，江苏常州人,出生地,金逸,0,江苏常州,17
纲：昆虫纲（ insecta亚纲：有翅亚纲pterygota科：天牛科（cerambycidae）门：节肢动物门亚门： 有颚亚门mandibulata目：鞘翅目（ coleoptera）科：天牛科种：阔带大胡麻天牛害虫外观特征体长18～20mm,目,鞘翅目,77,阔带大胡麻天牛,100
若魂安在由锦上伤编写的都市言情类小说，于17k小说网上连载完结,作者,若魂安在,0,锦上伤,5
《风乍起》是2000年解放军出版社出版的图书，作者是张志忠,作者,风乍起,1,张志忠,26
桑丽，女，1960年10月生，籍贯山东阳谷，出生地贵州都匀，侗族，1981年9月参加工作，1985年3月加入中国共产党，省委党校大学学历，现任州财政局副局长、党组成员，2001年2月任副县级，拟提名任州人民政府金融工作办公室主任,出生日期,桑丽,0,1960年10月,5
2011年6月，与韩兆、马丽、郜妍妍主演的都市谍战轻喜剧《杨光的夏天》，杨议一人分饰两角：一个是主角杨光，另一个是马氏集团董事长的义子马跃,主演,杨光的夏天,29,杨议,36
《想哭了》是李泽坚演唱的一首歌曲，由子寒音乐谱曲，李泽坚填词,作词,想哭了,1,李泽坚,6
李坤季  女，她于1958年云南大学生物系植物专业本科毕业，留在本校生物系工作，任植物教研室主任，从事《植物学》、《植物胚胎学》等10余门本科生、研究生课程的教学工作和科学研究工作30余年,毕业院校,李坤季,0,云南大学,14
歌曲简介《甘心情愿》是香港女歌手王馨平演唱的一首粤语歌曲，收录在专辑《馨平个性》中，其国语版本为内地男歌手郭峰演唱的同名歌曲《甘心情愿》,歌手,甘心情愿,5,王馨平,16
《我的野蛮女友》是由郭在容执导，车太贤、全智贤主演的一部韩国爱情电影,主演,我的野蛮女友,1,全智贤,20
《新编当代名家硬笔字帖(楷)-校园时尚赠言》是2012年由湖北美术出版社出版的图书，作者是张克江,作者,校园时尚赠言,15,张克江,45
深圳市极光尔沃科技股份有限公司于2009年04月30日成立,成立日期,深圳市极光尔沃科技股份有限公司,0,2009年04月30日,16
《拥抱幸福，拥抱爱》（泰文：home ความรัก ความสุข ความทรงจำ）是泰国知名导演楚卡，阔别五年之久的最新剧情片，影片由齐堤萨克、朱塔吾、维特维斯特·海伦亚沃恩库主演,导演,拥抱幸福，拥抱爱,1,楚卡,52
《惩罚小娇妻》是舞儿创作的网络小说，发表于17k小说网,作者,惩罚小娇妻,1,舞儿,8
于在海主编的《赖少其作品集：赖少其艺术馆藏品》收录了赖少其艺术馆的书画藏品,作者,于在海,0,赖少其作品集,7
《化名奥林匹亚》是2008年广西师范大学出版社,出版社,化名奥林匹亚,1,广西师范大学出版社,14
歌曲名：与猫共舞歌手：容祖儿专辑：我的骄傲（第二版）,歌手,容祖儿,11,我的骄傲,17
《大上海1931》是由陈健执导、王志飞等人主演的电视剧,导演,大上海1931,1,陈健,11
《古易筮法研究》是2002年黄山书社出版的图书，作者是汪显超,出版社,古易筮法研究,1,黄山书社,14
《妄想学生会3》是2010年东立出版社有限公司出版的图书，作者是氏家卜全,作者,妄想学生会3,1,氏家卜全,32
《超级巨龙分身》1是其时明月在写的一部都市小说，首发于17k小说网,连载网站,超级巨龙分身,1,17k小说网,27
《大大时代》是由林夕作词、王双骏作曲，谭咏麟演唱的一首粤语歌曲，该歌曲于2006年12月11日发行,作曲,大大时代,1,王双骏,13
中国航拍协会首届全国会员代表大会和泰山飞行大会确定于2015年12月11-15日期间在山东泰安举行，《航拍中国》、《中华民族地理》大型航拍纪录片定于2016月1月1日正式开机，届时将由中央电视台《青藏铁路》电视系列片总导演洪眉和荣获二十个国际纪录片大奖的《乡村里的中国》总导演焦波亲自执导,导演,乡村里的中国,128,焦波,138
演艺经历张紫妍1982年出生，毕业于朝鲜大学（注朝鲜大学是韩国的学校）,出生日期,张紫妍,4,1982年,7
拍摄《杨光的新生活》，杨议不仅挑梁主演，还当上了导演,导演,杨光的新生活,3,杨议,11
1980年代末元秋执导了电影《火爆行动》 (又名《玫瑰行动》，英文名《avenging trio》，1989年首映)，这是她导演的唯一电影，并且使用了其真名张转男,导演,元秋,7,火爆行动,15
《网游之道仙》是17k小说网的签约作品,连载网站,网游之道仙,1,17k小说网,8
迪士尼是由华特·迪士尼建立于1926年的动画公司，当年迪士尼创立了一个角色，希望它能成为动画的主角，也希望他能给工作室带来好运，这个角色不是米老鼠，而是幸运兔奥斯华（oswald),成立日期,迪士尼,0,1926年,14
光果系是属茜草目、茜草科的植物,目,光果系,0,茜草目,5
《深蓝枫叶》是连载于17k小说网的小说，作者是震荡弦,连载网站,深蓝枫叶,1,17k小说网,10
个人声明从公众视野中消失3年后，羽毛球世界冠军黄穗以澳大利亚选手的身份出战了世界羽联职业公开赛，并被曝光在湖南羽毛球管理中心领空饷3年多,国籍,黄穗,23,澳大利亚,26
《改朝换代》是由彼得·博格执导，杰米·福克斯、 珍妮弗·加纳、 克里斯·库柏、杰森·贝特曼主演的惊悚电影，于2007年9月28日在美国上映,导演,改朝换代,1,彼得·博格,8
潘安、陆机是西晋作品流传下来最多的文学家，可见后世对他们的推崇,朝代,潘安,0,西晋,6
《不知道》是一首由中国台湾歌手张艾嘉演唱的歌曲，收录在专辑《忙与盲》中,国籍,中国,9,张艾嘉,15
万千百货成立于2007年5月8日，是中国商业地产龙头企业万达集团下属五大支柱产业（商业地产、高级酒店、电影院线、连锁百货、旅游度假）之一,成立日期,万千百货,0,2007年5月8日,7
说到这里可能很多人会不信，但是其实这种事情在金庸武侠中并不少见，比如在《天龙八部》中，段正淳有个漂亮的小情人秦红棉，当年段正淳打一炮就走人了，然后秦红棉就怀上了木婉清，但是像这种未婚先孕的事情在古代是非常丢人的，所以说秦红棉生下了木婉清就对外宣称这是她从外面捡来的，收她做徒弟,母亲,秦红棉,54,木婉清,80
美药星（南京）制药有限公司是美国amphastar制药公司2009年2月在中国投资兴建的全资子公司，坐落于高新技术产业云集的国家级南京经济技术开发区，是一家集药品研发、化学及生化药品中间体合成、分析检测及原料药生产于一体的高科技医药研发生产企业,总部地点,美药星（南京）制药有限公司,0,美国,14
先说袁崇焕──袁崇焕字元素，号(或字)自如，广东承宣布政使司广州府东莞县石碣镇水南乡(今广东省东莞市)人，万历四十七年(1619年)中进士,出生地,袁崇焕,2,广东省东莞,44
《谁是大歌神》是浙江卫视引进韩国jtbc电视台综艺节目《hidden singer》推出的悬疑音乐推理节目，由陈欢主持,主持人,谁是大歌神,1,陈欢,55
《不败星魂》是连载于米汤中文网的一本东方玄幻小说，作者是醉大侠,作者,不败星魂,1,醉大侠,28
杨建新，1934年出生，兰州大学教授，博士生导师，教育部人文社科重点研究基地——兰州大学西北少数民族研究中心主任,出生日期,杨建新,0,1934年,4
《穿越至笑傲江湖》是连载于纵横中文网的一部小说，作者是执笔丹青,作者,穿越至笑傲江湖,1,执笔丹青,27
佛山市卓勤化工有限公司总部位于佛山市，经营范围为专业经营化工原材料,总部地点,佛山市卓勤化工有限公司,0,佛山市,0
霍尔果斯乐嗨文化传媒有限公司成立于2015年6月9日，总部位于新疆伊犁霍尔果斯口岸卡拉苏河欧陆经典小区8幢8231号,成立日期,霍尔果斯乐嗨文化传媒有限公司,0,2015年6月9日,17
《新疆与国家棉花产业安全》是2008年中国农业出版社出版的图书，作者是关锐捷,作者,新疆与国家棉花产业安全,1,关锐捷,35
《希腊文明中的亚洲因素》是2013年大象出版社出版的图书，作者是英威廉·雷姆塞,出版社,希腊文明中的亚洲因素,1,大象出版社,18
陈国芬 女，汉族，1972年3月出生，甘肃武威人，大专学历，群众，1992年8月参加工作，现任市第二人民医院口腔科主治医师，拟聘任市第二人民医院五官科副主任,出生地,陈国芬,0,甘肃武威,19
合肥美菱车业有限责任公司于2003年06月30日在肥东县市场监督管理局登记成立,成立日期,合肥美菱车业有限责任公司,0,2003年06月30日,13
《parental guidance》新加坡新传媒5频道拍摄制作的一套英语喜剧，由宣萱、彭耀顺、曾江等主演，这是港剧天后宣萱第一次出演英文戏剧，也是新加坡艺人彭耀顺第一次在剧中饰演律师,主演,parental guidance,1,彭耀顺,44
《廉石传奇》是中国国际电视总公司、云南润视荣光影业公司、广西玉林市委出品的古装反腐剧，由阚卫平执导，于荣光、罗嘉良、赵文瑄、归亚蕾、杜雨露、杜淳等主演,主演,廉石传奇,1,杜雨露,66
个人简介姓名：法布里斯 阿布里尔  目前效力：马赛   国籍：法国   性别：男   生日：1979-07-06   身高：176cm   体重：69kg   位置：中场   号码：17号职业生涯1,身高,阿布里尔,12,176cm,62
个人简介  姓名：莱昂内尔·曼扎诺 leonel manzano  性别：男  国家：美国  出生日期：1984年9月12日  身高：165厘米  体重：57kg  项目：田径  美国田径选手，伦敦奥运会上参加男子1500米比赛,身高,莱昂内尔·曼扎诺,9,165厘米,67
郭占春先生，1954年出生，1980年内蒙古大学数学系毕业，硕士研究生,毕业院校,郭占春,0,内蒙古大学,19
《微观哲学初探》是1996年华东师范大学出版社出版的图书，作者是杨世昌,出版社,微观哲学初探,1,华东师范大学出版社,14
个人简介马玉蓉，女，1968年12月出生，现年41岁，湖北省广济县人， 1986年至1990年就读于华南师范大学外语系英语专业，获得学士学位,毕业院校,马玉蓉,4,华南师范大学,50
国歌展示馆坐落在上海市杨浦区荆州路151号的国歌纪念广场西南侧，总面积1500平方米，由序厅、国歌诞生厅、国歌纪念厅、国歌震撼厅、我和国歌厅等6个部分组成,所在城市,上海市,8,国歌纪念广场,22
编剧西蒙·金伯格说，《x战警：逆转未来》受到了穿越电影《时空大挪移》、《终结者》、《回到未来》和《环形使者》的影响,编剧,西蒙·金伯格,2,x战警：逆转未来,11
华晨宝马2003年5月成立，通过其本土化特色的产品投放，销量常年处于国内豪华品牌市场的前三位置，合资产品整体销量占据宝马品牌在华总销量的七成,成立日期,华晨宝马,0,2003年5月,4
幕后制作剧本创作《大明按察使之铁血断案》由《大宋提刑官》编剧廉声创作，取材于真实历史人物与事件,编剧,大宋提刑官,22,廉声,30
《蜜桃女孩》于2001年10月11日上映，由郑德华、柯钦政执导，吴建豪、吴辰君、吴克群和顾安茹等人主演的一部青春校园爱情片，共13集,导演,蜜桃女孩,1,郑德华,22
河北众美广告有限责任公司成立于1998年，是一家集广告发布、媒体运营、市场调查与策划、平面创意设计、影视制作和广告效果评估等多种服务于一体的大型广告公司,成立日期,河北众美广告有限责任公司,0,1998年,15
